7327.545052	741.0324206	3100
7724.432486	771.9638325	3100
8319.720403	803.0137207	3100
9006.793942	910.8544389	3100
9464.943848	1018.558454	3100
9724.736505	1141.491222	3100
10166.97633	1018.977677	3100
10716.00394	881.1806978	3100
11081.97912	773.9688151	3100
11631.48231	804.9913626	3100
12211.20601	728.6015291	3100
12821.40963	636.882693	3100
13218.0809	591.0779563	3100
13858.76444	484.0301176	3100
14117.99505	407.4488994	3100
14667.15237	315.6936091	3100
15109.56513	254.5689833	3100
15582.7172	270.1987333	3100
16132.52303	408.6518889	3100
16758.24763	409.0255448	3100
17307.92376	501.4370112	3100
17735.50728	593.7755691	3100
18147.56982	594.0216351	3100
18590.67432	778.452685	3100
18926.90456	947.4727103	3100
19141.38806	1239.197665	3100
19294.91173	1561.580625	3100
19479.08825	1930.023501	3100
19754.44512	2160.395991	3100
20136.41685	2314.096127	3100
20609.82833	2421.809255	3100
21144.19965	2498.864378	3100
21678.52773	2560.572272	3100
22319.85977	2683.732879	3100
22854.31756	2791.482462	3100
23296.86002	2776.399525	3100
23968.36934	2776.800522	3100
24273.68732	2807.677252	3100
24701.70318	3053.488107	3100
25068.41334	3207.17913	3100
25282.42127	3330.084558	3100
25374.94187	3667.778293	3100
25437.11225	4066.84272	3100
25438.10663	4419.829004	3100
25271.48308	4864.798417	3100
25074.03375	5202.318994	3100
24845.80186	5447.737967	3100
24663.44116	5723.878739	3100
24420.03416	5999.983057	3100
24207.10708	6260.758373	3100
23856.73935	6490.757207	3100
23781.07998	6720.920085	3100
23461.4948	7043.020525	3100
22973.68643	7242.242877	3100
22394.09242	7364.6744	3100
21814.49842	7487.105923	3100
21402.56558	7532.901546	3100
21174.46339	7824.362207	3100
20839.01137	7931.592317	3100
20457.81785	8054.142316	3100
20168.79906	8391.608212	3100
19833.6929	8621.61616	3100
19346.14393	8912.921891	3100
18904.16351	9127.518814	3100
18446.83505	9311.412164	3100
18095.86204	9326.549782	3100
17516.26804	9448.981305	3100
17043.2889	9494.740473	3100
16539.91631	9586.523104	3100
16006.0638	9693.634738	3100
15441.77461	9831.422604	3100
14755.52251	10015.17925	3100
14206.66783	10214.36515	3100
13596.76685	10413.51459	3100
13215.57333	10536.06459	3100
12727.41908	10612.50911	3100
12239.04866	10612.21747	3100
11720.28479	10657.9493	3100
11338.7454	10657.72146	3100
10835.15664	10672.76794	3100
10255.08707	10626.37994	3100
9415.527472	10564.48978	3100
8743.758741	10472.0054	3100
8041.380392	10348.80834	3100
7507.05231	10287.10045	3100
6911.72116	10240.70333	3100
6301.214901	10224.99156	3100
5583.920848	10224.56322	3100
4866.453858	10162.74596	3100
4530.483025	10085.80932	3100
4163.902573	9978.159983	3100
3842.760977	9747.760152	3100
3384.481369	9594.014448	3100
2926.158528	9424.921514	3100
2528.709053	9194.476116	3100
2176.741668	8856.62745	3100
1840.424963	8656.912966	3100
1473.109535	8288.360727	3100
1121.055681	7919.817602	3100
799.6546812	7597.334393	3100
462.6894679	7167.411462	3100
309.2955011	6891.070191	3100
155.2962594	6399.867705	3100
77.7778315	5970.099704	3100
92.08826075	5632.469764	3100
197.6222723	5172.116667	3100
379.5938636	4757.850827	3100
576.9999662	4404.98302	3100
835.7982426	4174.929504	3100
1262.819722	4067.754076	3100
1704.973076	3914.546072	3100
2284.523843	3776.767319	3100
2756.811243	3485.452475	3100
3015.004244	3040.537743	3100
3441.420449	2718.501098	3100
3837.659374	2519.224064	3100
4218.204383	2166.46562	3100
4827.975665	1921.274486	3100
5284.828553	1568.561609	3100
5955.257032	1185.281863	3100
6519.070651	878.6744696	3100
5711.590629	1369.302802	3100
6721.880994	2444.210378	3080
7454.436623	2444.647829	3080
8125.94595	2445.048825	3080
8720.974463	2384.015335	3080
9407.572429	2323.036526	3080
9926.725404	2415.429765	3080
10400.22335	2553.837353	3080
11010.81608	2600.243585	3080
11789.45907	2708.138984	3080
12445.23125	2539.71134	3080
13070.95585	2540.084996	3080
13604.85159	2448.320592	3080
14306.84084	2433.392586	3080
14932.82484	2525.84962	3080
15695.99009	2556.999758	3080
16322.06056	2680.151251	3080
17039.48432	2726.621278	3080
17741.94913	2880.512798	3080
18565.64188	2727.532633	3080
19115.0586	2727.860721	3080
19725.9972	2897.044791	3080
20230.49387	3204.290132	3080
20642.98875	3358.008496	3080
21071.13431	3649.86104	3080
21407.32131	3803.533836	3080
21712.769	3880.452255	3080
21896.68611	4156.811753	3080
22095.90804	4448.527594	3080
22295.56231	4893.715733	3080
22220.37851	5292.698138	3080
21900.7501	5599.451348	3080
21443.37841	5767.997468	3080
20986.09318	5967.238048	3080
20742.51325	6181.953447	3080
20376.84071	6396.595938	3080
19965.46991	6641.905547	3080
19493.09604	6902.525932	3080
19035.94051	7147.808201	3080
18563.35048	7331.692438	3080
18090.71721	7500.229444	3080
17785.83157	7622.825011	3080
17298.23936	7898.783512	3080
16810.38775	8082.658635	3080
16230.83698	8220.437388	3080
15758.29018	8419.668854	3080
15102.47476	8572.749268	3080
14507.66242	8710.518907	3080
14003.98719	8694.87093	3080
13576.74954	8725.31021	3080
13103.98657	8847.805527	3080
12692.35637	9001.031759	3080
12204.20212	9077.476273	3080
11716.26404	9230.656937	3080
11167.27965	9383.801146	3080
10587.64242	9490.885439	3080
10007.87548	9551.928043	3080
9473.720335	9551.609068	3080
8909.431143	9689.396934	3080
8375.405698	9735.119649	3080
7810.727401	9734.782447	3080
7139.088372	9688.339762	3080
6589.801352	9734.053363	3080
6238.568944	9657.107602	3080
5688.633415	9472.612757	3080
5215.092231	9318.85794	3080
4680.418278	9134.372209	3080
4115.134706	8919.173791	3080
3839.950772	8750.19022	3080
3397.192143	8688.537008	3080
2953.698538	8365.98089	3080
2525.509743	8058.781116	3080
2295.332325	7613.574751	3080
2248.25058	7153.130518	3080
2277.476714	6692.731854	3080
2337.398934	6293.740335	3080
2473.629032	5894.794384	3080
2594.554321	5480.49209	3080
2868.1386	5081.628161	3080
3126.98011	4866.921875	3080
3385.25958	4452.701603	3080
3658.843859	4053.837674	3080
3978.299332	3685.695546	3080
4374.23562	3378.987904	3080
4678.818623	3148.961729	3080
5151.365426	2949.730263	3080
5593.259376	2704.43888	3080
5989.411832	2474.467387	3080
6355.473477	2397.949963	3080
10800.52627	3797.199914	3070
11182.28183	3874.163901	3070
11685.82735	3843.770189	3070
12204.72092	3844.08005	3070
12754.13765	3844.408138	3070
13379.68931	3783.392875	3070
13821.97237	3676.22656	3070
14386.52096	3630.522073	3070
14966.1582	3523.43778	3070
15485.18147	3569.78933	3070
15897.15754	3539.340936	3070
16309.09038	3493.545313	3070
16797.02846	3340.36465	3070
17361.83646	3386.74354	3070
17636.63129	3417.602044	3070
17972.77506	3555.92761	3070
18614.49621	3817.213284	3070
18966.11773	4032.284112	3070
19241.34489	4216.614913	3070
19501.69959	4539.061668	3070
19731.61761	4892.184655	3070
19625.91066	5291.148833	3070
19382.59013	5597.947611	3070
19230.96875	5950.842759	3070
18972.30018	6226.937963	3070
18698.19709	6441.635136	3070
18301.95817	6640.91217	3070
17859.80481	6794.120174	3070
17448.26108	6978.040864	3070
17051.71952	7069.88729	3070
16625.04391	7299.840557	3070
16030.1451	7406.915736	3070
15618.73106	7636.878116	3070
